protocol,request_num,rtt_ms,payload_bytes,header_bytes,total_bytes,status
CoAP,1,645.055,65536,12,65548,ok
CoAP,2,764.089,65536,12,65548,ok
CoAP,3,649.011,65536,12,65548,ok
CoAP,4,696.717,65536,12,65548,ok
CoAP,5,759.666,65536,12,65548,ok
CoAP,6,631.567,65536,12,65548,ok
CoAP,7,774.671,65536,12,65548,ok
CoAP,8,601.268,65536,12,65548,ok
CoAP,9,677.096,65536,12,65548,ok
CoAP,10,668.378,65536,12,65548,ok
CoAP,11,629.324,65536,12,65548,ok
CoAP,12,625.09,65536,12,65548,ok
CoAP,13,633.771,65536,12,65548,ok
CoAP,14,631.468,65536,12,65548,ok
CoAP,15,629.36,65536,12,65548,ok
CoAP,16,618.558,65536,12,65548,ok
CoAP,17,622.815,65536,12,65548,ok
CoAP,18,620.787,65536,12,65548,ok
CoAP,19,616.472,65536,12,65548,ok
CoAP,20,614.264,65536,12,65548,ok
CoAP,21,642.26,65536,12,65548,ok
CoAP,22,677.118,65536,12,65548,ok
CoAP,23,700.676,65536,12,65548,ok
CoAP,24,672.558,65536,12,65548,ok
CoAP,25,568.238,65536,12,65548,ok
CoAP,26,680.738,65536,12,65548,ok
CoAP,27,633.818,65536,12,65548,ok
CoAP,28,687.79,65536,12,65548,ok
CoAP,29,621.092,65536,12,65548,ok
CoAP,30,786.984,65536,12,65548,ok
CoAP,31,616.677,65536,12,65548,ok
CoAP,32,633.786,65536,12,65548,ok
CoAP,33,657.7,65536,12,65548,ok
CoAP,34,633.883,65536,12,65548,ok
CoAP,35,631.762,65536,12,65548,ok
CoAP,36,685.552,65536,12,65548,ok
CoAP,37,634.004,65536,12,65548,ok
CoAP,38,615.967,65536,12,65548,ok
CoAP,39,621.816,65536,12,65548,ok
CoAP,40,621.429,65536,12,65548,ok
CoAP,41,686.136,65536,12,65548,ok
CoAP,42,646.062,65536,12,65548,ok
CoAP,43,739.879,65536,12,65548,ok
CoAP,44,630.801,65536,12,65548,ok
CoAP,45,840.925,65536,12,65548,ok
CoAP,46,586.857,65536,12,65548,ok
CoAP,47,632.154,65536,12,65548,ok
CoAP,48,664.284,65536,12,65548,ok
CoAP,49,654.814,65536,12,65548,ok
CoAP,50,595.599,65536,12,65548,ok
CoAP,51,696.705,65536,12,65548,ok
CoAP,52,645.108,65536,12,65548,ok
CoAP,53,582.202,65536,12,65548,ok
CoAP,54,599.576,65536,12,65548,ok
CoAP,55,852.861,65536,12,65548,ok
CoAP,56,640.726,65536,12,65548,ok
CoAP,57,649.411,65536,12,65548,ok
CoAP,58,664.684,65536,12,65548,ok
CoAP,59,703.247,65536,12,65548,ok
CoAP,60,3369.379,65536,12,65548,ok
CoAP,61,777.986,65536,12,65548,ok
CoAP,62,3154.971,65536,12,65548,ok
CoAP,63,606.751,65536,12,65548,ok
CoAP,64,824.228,65536,12,65548,ok
CoAP,65,752.082,65536,12,65548,ok
CoAP,66,624.927,65536,12,65548,ok
CoAP,67,3119.514,65536,12,65548,ok
CoAP,68,2790.129,65536,12,65548,ok
CoAP,69,645.186,65536,12,65548,ok
CoAP,70,643.084,65536,12,65548,ok
CoAP,71,2934.778,65536,12,65548,ok
CoAP,72,638.869,65536,12,65548,ok
CoAP,73,678.047,65536,12,65548,ok
CoAP,74,679.883,65536,12,65548,ok
CoAP,75,603.86,65536,12,65548,ok
CoAP,76,614.713,65536,12,65548,ok
CoAP,77,645.846,65536,12,65548,ok
CoAP,78,633.657,65536,12,65548,ok
CoAP,79,686.223,65536,12,65548,ok
CoAP,80,755.944,65536,12,65548,ok
CoAP,81,936.216,65536,12,65548,ok
CoAP,82,634.243,65536,12,65548,ok
CoAP,83,710.342,65536,12,65548,ok
CoAP,84,661.603,65536,12,65548,ok
CoAP,85,676.094,65536,12,65548,ok
CoAP,86,660.916,65536,12,65548,ok
CoAP,87,764.423,65536,12,65548,ok
CoAP,88,762.715,65536,12,65548,ok
CoAP,89,708.2,65536,12,65548,ok
CoAP,90,684.656,65536,12,65548,ok
CoAP,91,816.453,65536,12,65548,ok
CoAP,92,673.825,65536,12,65548,ok
CoAP,93,665.209,65536,12,65548,ok
CoAP,94,619.875,65536,12,65548,ok
CoAP,95,684.639,65536,12,65548,ok
CoAP,96,681.753,65536,12,65548,ok
CoAP,97,653.008,65536,12,65548,ok
CoAP,98,701.951,65536,12,65548,ok
CoAP,99,628.599,65536,12,65548,ok
CoAP,100,769.109,65536,12,65548,ok
