protocol,request_num,rtt_ms,payload_bytes,header_bytes,total_bytes,status
HTTP,1,12.806,64,152,216,ok
HTTP,2,6.54,64,152,216,ok
HTTP,3,10.449,64,152,216,ok
HTTP,4,7.115,64,152,216,ok
HTTP,5,12.571,64,152,216,ok
HTTP,6,6.465,64,152,216,ok
HTTP,7,6.29,64,152,216,ok
HTTP,8,7.585,64,152,216,ok
HTTP,9,7.463,64,152,216,ok
HTTP,10,7.901,64,152,216,ok
HTTP,11,7.185,64,152,216,ok
HTTP,12,6.447,64,152,216,ok
HTTP,13,6.481,64,152,216,ok
HTTP,14,6.41,64,152,216,ok
HTTP,15,6.487,64,152,216,ok
HTTP,16,6.456,64,152,216,ok
HTTP,17,6.427,64,152,216,ok
HTTP,18,6.432,64,152,216,ok
HTTP,19,8.655,64,152,216,ok
HTTP,20,9.692,64,152,216,ok
HTTP,21,7.537,64,152,216,ok
HTTP,22,6.401,64,152,216,ok
HTTP,23,6.51,64,152,216,ok
HTTP,24,6.424,64,152,216,ok
HTTP,25,6.519,64,152,216,ok
HTTP,26,7.64,64,152,216,ok
HTTP,27,7.389,64,152,216,ok
HTTP,28,6.501,64,152,216,ok
HTTP,29,6.422,64,152,216,ok
HTTP,30,6.52,64,152,216,ok
HTTP,31,6.861,64,152,216,ok
HTTP,32,6.0,64,152,216,ok
HTTP,33,6.528,64,152,216,ok
HTTP,34,7.418,64,152,216,ok
HTTP,35,12.941,64,152,216,ok
HTTP,36,7.513,64,152,216,ok
HTTP,37,6.81,64,152,216,ok
HTTP,38,6.089,64,152,216,ok
HTTP,39,6.478,64,152,216,ok
HTTP,40,7.887,64,152,216,ok
HTTP,41,10.509,64,152,216,ok
HTTP,42,7.497,64,152,216,ok
HTTP,43,6.383,64,152,216,ok
HTTP,44,10.816,64,152,216,ok
HTTP,45,8.952,64,152,216,ok
HTTP,46,10.809,64,152,216,ok
HTTP,47,10.744,64,152,216,ok
HTTP,48,16.5,64,152,216,ok
HTTP,49,6.942,64,152,216,ok
HTTP,50,6.626,64,152,216,ok
HTTP,51,10.657,64,152,216,ok
HTTP,52,8.397,64,152,216,ok
HTTP,53,6.586,64,152,216,ok
HTTP,54,6.358,64,152,216,ok
HTTP,55,8.477,64,152,216,ok
HTTP,56,6.678,64,152,216,ok
HTTP,57,6.511,64,152,216,ok
HTTP,58,6.536,64,152,216,ok
HTTP,59,8.445,64,152,216,ok
HTTP,60,7.155,64,152,216,ok
HTTP,61,8.019,64,152,216,ok
HTTP,62,6.142,64,152,216,ok
HTTP,63,6.421,64,152,216,ok
HTTP,64,7.297,64,152,216,ok
HTTP,65,7.851,64,152,216,ok
HTTP,66,6.337,64,152,216,ok
HTTP,67,6.583,64,152,216,ok
HTTP,68,6.477,64,152,216,ok
HTTP,69,6.257,64,152,216,ok
HTTP,70,6.451,64,152,216,ok
HTTP,71,6.415,64,152,216,ok
HTTP,72,8.634,64,152,216,ok
HTTP,73,6.539,64,152,216,ok
HTTP,74,6.393,64,152,216,ok
HTTP,75,6.481,64,152,216,ok
HTTP,76,8.619,64,152,216,ok
HTTP,77,6.416,64,152,216,ok
HTTP,78,6.457,64,152,216,ok
HTTP,79,6.466,64,152,216,ok
HTTP,80,6.655,64,152,216,ok
HTTP,81,6.288,64,152,216,ok
HTTP,82,8.564,64,152,216,ok
HTTP,83,6.462,64,152,216,ok
HTTP,84,8.568,64,152,216,ok
HTTP,85,6.51,64,152,216,ok
HTTP,86,8.599,64,152,216,ok
HTTP,87,6.469,64,152,216,ok
HTTP,88,6.471,64,152,216,ok
HTTP,89,6.614,64,152,216,ok
HTTP,90,6.385,64,152,216,ok
HTTP,91,8.474,64,152,216,ok
HTTP,92,6.425,64,152,216,ok
HTTP,93,8.648,64,152,216,ok
HTTP,94,6.705,64,152,216,ok
HTTP,95,23.954,64,152,216,ok
HTTP,96,10.671,64,152,216,ok
HTTP,97,10.846,64,152,216,ok
HTTP,98,19.359,64,152,216,ok
HTTP,99,9.987,64,152,216,ok
HTTP,100,9.145,64,152,216,ok
