protocol,request_num,rtt_ms,payload_bytes,header_bytes,total_bytes,status
HTTP,1,0.784,4096,154,4250,ok
HTTP,2,0.343,4096,154,4250,ok
HTTP,3,0.275,4096,154,4250,ok
HTTP,4,0.304,4096,154,4250,ok
HTTP,5,0.3,4096,154,4250,ok
HTTP,6,0.273,4096,154,4250,ok
HTTP,7,0.273,4096,154,4250,ok
HTTP,8,0.31,4096,154,4250,ok
HTTP,9,0.283,4096,154,4250,ok
HTTP,10,0.273,4096,154,4250,ok
HTTP,11,0.269,4096,154,4250,ok
HTTP,12,0.321,4096,154,4250,ok
HTTP,13,0.273,4096,154,4250,ok
HTTP,14,0.269,4096,154,4250,ok
HTTP,15,0.283,4096,154,4250,ok
HTTP,16,0.267,4096,154,4250,ok
HTTP,17,0.267,4096,154,4250,ok
HTTP,18,0.268,4096,154,4250,ok
HTTP,19,0.289,4096,154,4250,ok
HTTP,20,0.282,4096,154,4250,ok
HTTP,21,0.27,4096,154,4250,ok
HTTP,22,0.394,4096,154,4250,ok
HTTP,23,0.335,4096,154,4250,ok
HTTP,24,0.297,4096,154,4250,ok
HTTP,25,0.271,4096,154,4250,ok
HTTP,26,0.314,4096,154,4250,ok
HTTP,27,0.275,4096,154,4250,ok
HTTP,28,0.269,4096,154,4250,ok
HTTP,29,0.272,4096,154,4250,ok
HTTP,30,0.302,4096,154,4250,ok
HTTP,31,0.271,4096,154,4250,ok
HTTP,32,0.269,4096,154,4250,ok
HTTP,33,0.335,4096,154,4250,ok
HTTP,34,0.275,4096,154,4250,ok
HTTP,35,0.302,4096,154,4250,ok
HTTP,36,0.285,4096,154,4250,ok
HTTP,37,0.316,4096,154,4250,ok
HTTP,38,0.271,4096,154,4250,ok
HTTP,39,0.269,4096,154,4250,ok
HTTP,40,0.993,4096,154,4250,ok
HTTP,41,0.507,4096,154,4250,ok
HTTP,42,0.361,4096,154,4250,ok
HTTP,43,0.341,4096,154,4250,ok
HTTP,44,0.357,4096,154,4250,ok
HTTP,45,0.334,4096,154,4250,ok
HTTP,46,0.339,4096,154,4250,ok
HTTP,47,0.363,4096,154,4250,ok
HTTP,48,0.342,4096,154,4250,ok
HTTP,49,0.352,4096,154,4250,ok
HTTP,50,0.359,4096,154,4250,ok
HTTP,51,0.369,4096,154,4250,ok
HTTP,52,0.346,4096,154,4250,ok
HTTP,53,0.349,4096,154,4250,ok
HTTP,54,0.348,4096,154,4250,ok
HTTP,55,0.345,4096,154,4250,ok
HTTP,56,0.349,4096,154,4250,ok
HTTP,57,0.348,4096,154,4250,ok
HTTP,58,0.345,4096,154,4250,ok
HTTP,59,0.345,4096,154,4250,ok
HTTP,60,0.346,4096,154,4250,ok
HTTP,61,0.344,4096,154,4250,ok
HTTP,62,0.346,4096,154,4250,ok
HTTP,63,0.343,4096,154,4250,ok
HTTP,64,0.346,4096,154,4250,ok
HTTP,65,0.365,4096,154,4250,ok
HTTP,66,0.347,4096,154,4250,ok
HTTP,67,0.347,4096,154,4250,ok
HTTP,68,0.355,4096,154,4250,ok
HTTP,69,0.345,4096,154,4250,ok
HTTP,70,0.342,4096,154,4250,ok
HTTP,71,0.356,4096,154,4250,ok
HTTP,72,0.342,4096,154,4250,ok
HTTP,73,0.334,4096,154,4250,ok
HTTP,74,0.328,4096,154,4250,ok
HTTP,75,0.357,4096,154,4250,ok
HTTP,76,0.333,4096,154,4250,ok
HTTP,77,0.341,4096,154,4250,ok
HTTP,78,0.518,4096,154,4250,ok
HTTP,79,0.295,4096,154,4250,ok
HTTP,80,0.274,4096,154,4250,ok
HTTP,81,0.325,4096,154,4250,ok
HTTP,82,0.269,4096,154,4250,ok
HTTP,83,0.296,4096,154,4250,ok
HTTP,84,0.264,4096,154,4250,ok
HTTP,85,0.296,4096,154,4250,ok
HTTP,86,0.264,4096,154,4250,ok
HTTP,87,0.297,4096,154,4250,ok
HTTP,88,0.423,4096,154,4250,ok
HTTP,89,0.31,4096,154,4250,ok
HTTP,90,0.29,4096,154,4250,ok
HTTP,91,0.411,4096,154,4250,ok
HTTP,92,0.306,4096,154,4250,ok
HTTP,93,0.28,4096,154,4250,ok
HTTP,94,0.273,4096,154,4250,ok
HTTP,95,0.266,4096,154,4250,ok
HTTP,96,0.265,4096,154,4250,ok
HTTP,97,0.294,4096,154,4250,ok
HTTP,98,0.265,4096,154,4250,ok
HTTP,99,0.311,4096,154,4250,ok
HTTP,100,0.314,4096,154,4250,ok
